Codigo;CodigoSolapa;CodigoRenglon;Texto;TextoToolTip;HoraInicio;CantidadHoras;HoraInicioProg;CantidadHorasProg;Renglones;Solapas;ID;Disponible;Finalizada;Descripcion;CantidadHorasProgPrep;CantidadHorasProgProd;FactorConversion;Cantidad;Cantidad1;FechaInicioConvertida;HoraInicioConvertida
308074;2;4;;;45628.31949;0.166666667;42698;0;123;Conf Rollos;HOM  3067;TRUE;FALSE;(3067) 07055B00460PT-BOBINA OBRA TUCUMAN 055 GR 46 CM CANT:1200;0;0;1;0;0;12/2/2024;7:40:03
308090;2;4;5247 - CONFECCION;;45630.21116;1.452083333;42698;1.452083333;123;Conf Rollos;HOM  3013;TRUE;FALSE;(3013) XRFAG5150-ROLLO A FRANKERBERG 5CM 150MTS CANT:4600;0.083333333;1.36875;1;4600;0;12/4/2024;5:04:03
308101;2;4;5191 - IMPRESION;;45630.04116;0.17;42698;0.170138889;123;Conf Rollos;HOM  2977;TRUE;FALSE;(2977) 14055B00460OP-PRENSA OPPUS PREMIUM 55 GR 46 CM REBOBINADO CANT:650;0.125;0.045138889;1;650;0;12/4/2024;0:59:15
309377;2;4;5347 - IMPRESION;;45631.84657;0.17;42709;0.170138889;123;Conf Rollos;HOM  3080;TRUE;FALSE;(3080) 14055B00460OP-PRENSA OPPUS PREMIUM 55 GR 46 CM REBOBINADO CANT:650;0.125;0.045138889;1;650;0;12/5/2024;20:19:03
309378;2;4;5341 - CONFECCION;;45631.66324;0.183333333;42709;0.183333333;123;Conf Rollos;HOM  3077;TRUE;FALSE;(3077) M2162548CF-ROLLO FAX POR 48 CONFECCIONADO CANT:1440;0.083333333;0.1;1;1440;0;12/5/2024;15:55:03
309400;2;4;;;45632.01657;0.125;42737;0.125;123;Conf Rollos;HOM  2894;TRUE;FALSE;(2894) 07055B00460PT-BOBINA OBRA TUCUMAN 055 GR 46 CM CANT:509;0;0;1;0;0;12/6/2024;0:23:51
309401;2;4;;;45632.14157;0.208333333;42737;0;123;Conf Rollos;HOM  2880;TRUE;FALSE;(2880) 07055B00430PT-BOBINA OBRA TUCUMAN 055 GR 43CM CANT:42;0;0;1;0;0;12/6/2024;3:23:51
309402;2;4;;;45632.34991;0.208333333;42737;0.208333333;123;Conf Rollos;HOM  2862;TRUE;FALSE;(2862) 07055B00460PT-BOBINA OBRA TUCUMAN 055 GR 46 CM CANT:560;0;0;1;0;0;12/6/2024;8:23:51
309407;2;4;;;45626.99991;0.20875;42737;0.208333333;123;Conf Rollos;HOM  2861;TRUE;FALSE;(2861) 10048B00490AP-BOB. PAPEL TERMICO BLCO POS/FAX GRADE 048 GR 49 CM CANT:528;0;0;1;0;0;11/30/2024;23:59:51
309410;2;4;4952 - CONFECCION;;45632.55824;0.091666667;42737;0.091666667;123;Conf Rollos;HOM  2820;TRUE;FALSE;(2820) M21625CF-ROLLO FAX 21;;;;;;;
309414;2;4;4871 - CONF;;45632.64991;0.09875;42737;0.098611111;123;Conf Rollos;HOM  2767;TRUE;FALSE;(2767) MS7520-10 ROLLOS 75 MM X 20 MTS DUPLICADO QUIMICO CANT:220;0.083333333;0.015277778;1;220;0;12/6/2024;15:35:51
313082;2;4;5383 - CONF;;45632.74866;1.472083333;42744;1.472222222;123;Conf Rollos;HOM  3104;TRUE;FALSE;(3104) MS7520-10 ROLLOS 75 MM X 20 MTS DUPLICADO QUIMICO CANT:20000;0.083333333;1.388888889;1;20000;0;12/6/2024;17:58:03
313090;2;4;5359 - IMPRESION;;45634.22074;0.1275;42744;0.127777778;123;Conf Rollos;HOM  3087;TRUE;FALSE;(3087) XRREY7530IMP-BOBINA IMPRESA CANT:43;0.125;0.002777778;1;43;0;12/8/2024;5:17:51
313099;2;4;76997 - CONFECCION;;45634.34824;0.151666667;42744;0.152083333;123;Conf Rollos;FAM576997;TRUE;FALSE;(576997) RP2106750-Rollo 2 pulgadas 106;;;;;;;
314197;2;4;5416 - CONFECCION;;45634.49991;0.151666667;42748;0.152083333;123;Conf Rollos;HOM  3123;TRUE;FALSE;(3123) XRTEH7040SI-ROLLOS OBRA 70X40 EL TEHUELCHE SIN IMPRESION CANT:1000;0.083333333;0.06875;1;1000;0;12/8/2024;11:59:51
314198;2;4;5415 - CONFECCION;;45634.79741;0.151666667;42748;0.152083333;123;Conf Rollos;HOM  3122;TRUE;FALSE;(3122) XRTEH7040OIMP-BOBINA OBRA 46 CM TEHUELCHE IMPRESA ROLLO 70 MM CANT:163;0.083333333;0.06875;1;1000;0;12/8/2024;19:08:15
314199;2;4;5414 - IMPRESION;;45634.94907;0.13625;42748;0.136111111;123;Conf Rollos;HOM  3122;TRUE;FALSE;(3122) XRTEH7040OIMP-BOBINA OBRA 46 CM TEHUELCHE IMPRESA ROLLO 70 MM CANT:163;0.125;0.011111111;1;163;0;12/8/2024;22:46:39
317115;2;4;5437 - CONFECCION;;45634.65157;0.145833333;42767;0.145833333;123;Conf Rollos;HOM  3140;TRUE;FALSE;(3140) M21025CF-FAX 21cm caja x 6 CANT:900;0.083333333;0.0625;1;900;0;12/8/2024;15:38:15
318087;2;4;5427 - CONFECCION;;45641.47782;0.680833333;42779;0.680555556;123;Conf Rollos;HOM  3132;TRUE;FALSE;(3132) XRFAR6657-CJX50 ROLLOS FARMACITY 136657 79 MM X 70 MTS CANT:8600;0.083333333;0.597222222;1;8600;0;12/15/2024;11:28:03
318093;2;4;5420 - CONFECCION;;45643.90907;0.67875;42779;0.678472222;123;Conf Rollos;HOM  3125;TRUE;FALSE;(3125) XRFAG5150-ROLLO A FRANKERBERG 5CM 150MTS CANT:2000;0.083333333;0.595138889;1;2000;0;12/17/2024;21:49:03
318120;2;4;72353 - CONFECCION;;45635.08532;0.2225;42779;0.222222222;123;Conf Rollos;FAM 31708;TRUE;FALSE;(31708) RP3610100-Rollo 3 pulgadas 61 cm  x 100 m;;;;;;;
318278;2;4;77655 - .CONFECCION;;45642.15866;1.750416667;42779;1.75;123;Conf Rollos;FAM 33648;TRUE;FALSE;(33648) ZRPGCOM6150-CJX1 ROLLO 2 PULGADAS 610X50 MTS 80 GRS G-COMMERCE CANT:600;0.083333333;1.666666667;1;600;0;12/16/2024;3:48:27
318308;2;4;77560 - CONFECCION;;45639.72741;1.750416667;42779;1.75;123;Conf Rollos;FAM 33610;TRUE;FALSE;(33610) RP2914050-Rollos 2 pulgadas 91.4 cm x 50 m Offset 80 g;;;;;;;
318548;2;4;76783 - CONFECCION;;45639.22741;0.5;42779;0.5;123;Conf Rollos;FAM 33316;TRUE;FALSE;(33316) RP2914045-Rollos 2 pulgadas 91.4 cm x 45 m offset 90 grs CANT:150;0.083333333;0.416666667;1;150;0;12/13/2024;5:27:27
318811;2;4;75915 - CONFECCION;;45636.58532;1.750416667;42779;1.75;123;Conf Rollos;FAM 32997;TRUE;FALSE;(32997) RP2610050-Rollo 2 pulgadas 61 cm x 50 m Offset 80 g Funda po CANT:600;0.083333333;1.666666667;1;600;0;12/10/2024;14:02:51
318857;2;4;75504 - CONFECCION;;45638.44991;0.7775;42779;0.777083333;123;Conf Rollos;FAM 32844;TRUE;FALSE;(32844) RP2610045-Rollos 2 pulgadas 61.0 cm x 45 m Offset 90 gr CANT:250;0.083333333;0.69375;1;250;0;12/12/2024;10:47:51
318956;2;4;74726 - CONFECCION;;45635.80782;0.7775;42779;0.777083333;123;Conf Rollos;FAM 32568;TRUE;FALSE;(32568) RP2610045-Rollos 2 pulgadas 61.0 cm x 45 m Offset 90 gr CANT:250;0.083333333;0.69375;1;250;0;12/9/2024;19:23:15
322153;2;4;5451 - CONF;;45638.33574;0.114166667;42828;0.113888889;123;Conf Rollos;HOM505451;TRUE;FALSE;(505451) MS7630-10 ROLLOS 76 MM X 30 MTS DUPLICADO QUIMICO CANT:450;0.083333333;0.030555556;1;450;0;12/12/2024;8:03:27
322154;2;4;5508 - CONF;;45635.30782;0.5;42828;0.5;123;Conf Rollos;HOM  3184;TRUE;FALSE;(3184) MS7630-10 ROLLOS 76 MM X 30 MTS DUPLICADO QUIMICO CANT:6000;0.083333333;0.416666667;1;6000;0;12/9/2024;7:23:15
322772;2;4;5467 - CONFECCION;;45647.31282;0.60375;42822;0.604166667;123;Conf Rollos;HOM  3159;TRUE;FALSE;QUIMICO 76X30 (3159) MS763050-ROLLOS QUIMICO 76 X 30 X 50 ROLLOS CANT:7500;0.083333333;0.520833333;1;7500;0;12/21/2024;7:30:27
323540;2;4;5532 - CONFECCION;;45648.12532;0.43;42844;0.430555556;123;Conf Rollos;HOM  3202;TRUE;FALSE;R.OBRA 70X40 (3202) ZRANTH7040-CJ X 50 ROLLOS ANTONIAZZI HNOS OBRA 70X40 CANT:5000;0.083333333;0.347222222;1;5000;0;12/22/2024;3:00:27
325936;2;4;5562 - CONFECCION;;45647.91657;0.20875;42870;0.208333333;123;Conf Rollos;HOM  3226;TRUE;FALSE;ROLLO OBRA 57 X 20 (3226) MO572060-ROLLO OBRA 57 X 20 CAJA X 60 ROLLOS CANT:1800;0.083333333;0.125;1;1800;0;12/21/2024;21:59:51
325939;2;4;5551 - CONF;;45646.52157;0.63875;42870;0.638888889;123;Conf Rollos;HOM  3218;TRUE;FALSE;(3218) MS7630-10 ROLLOS 76 MM X 30 MTS DUPLICADO QUIMICO CANT:8000;0.083333333;0.555555556;1;8000;0;12/20/2024;12:31:03
325940;2;4;5549 - CONFECCION;;45646.21282;0.30875;42870;0.309027778;123;Conf Rollos;HOM  3216;TRUE;FALSE;(3216) XRREY7530IMP-BOBINA IMPRESA CANT:402;0.083333333;0.225694444;1;3250;0;12/20/2024;5:06:27
325941;2;4;5548 - IMPRESION;;45647.16032;0.1525;42870;0.152777778;123;Conf Rollos;HOM  3216;TRUE;FALSE;(3216) XRREY7530IMP-BOBINA IMPRESA CANT:402;0.125;0.027777778;1;402;0;12/21/2024;3:50:51
325943;2;4;5545 - CONF;;45645.29657;0.91625;42870;0.916666667;123;Conf Rollos;HOM  3214;TRUE;FALSE;(3214) MS7630-10 ROLLOS 76 MM X 30 MTS DUPLICADO QUIMICO CANT:12000;0.083333333;0.833333333;1;12000;0;12/19/2024;7:07:03
325944;2;4;5544 - CONFECCION;;45644.58782;0.70875;42870;0.708333333;123;Conf Rollos;HOM  3213;TRUE;FALSE;QUIMICO 76X30 (3213) MS763050-ROLLOS QUIMICO 76 X 30 X 50 ROLLOS CANT:9000;0.083333333;0.625;1;9000;0;12/18/2024;14:06:27
325946;2;4;5542 - CONF;;45648.55532;1.124583333;42870;1.125;123;Conf Rollos;HOM  3211;TRUE;FALSE;(3211) MO5730-10 ROLLOS 57 MM X 30 MTS PAPEL OBRA CANT:15000;0.083333333;1.041666667;1;15000;0;12/22/2024;13:19:39
325955;2;4;5534 - CONFECCION;;45649.67991;0.43;42865;0.430555556;123;Conf Rollos;HOM  3204;TRUE;FALSE;RTERMICO 57X20 (3204) MT5720-ROLLO 57  MM X 20 MTS PAPEL TERMICO CANT:5000;0.083333333;0.347222222;1;5000;0;12/23/2024;16:19:03
327833;2;4;72545 - CONFECCION;;45650.10991;1.472083333;42889;1.472222222;123;Conf Rollos;FAM 31783;TRUE;FALSE;(31783) RP2914050-Rollos 2 pulgadas 91.4 cm x 50 m Offset 80 g;;;;;;;
330324;2;4;5630 - CONFECCION;;45651.58199;0.91625;42908;0.916666667;123;Conf Rollos;HOM  3270;TRUE;FALSE;QUIMICO 76X30 (3270) MS763050-ROLLOS QUIMICO 76 X 30 X 50 ROLLOS CANT:12000;0.083333333;0.833333333;1;12000;0;12/25/2024;13:58:03
330767;2;4;5637 - CONFECCION;;45654.37241;0.67875;42916;0.678472222;123;Conf Rollos;HOM  3277;TRUE;FALSE;(3277) XRFAG5150-ROLLO A FRANKERBERG 5CM 150MTS CANT:2000;0.083333333;0.595138889;1;2000;0;12/28/2024;8:56:15
330774;2;4;5608 - CONFECCION;;45654.24782;0.124583333;42916;0.125;123;Conf Rollos;HOM  3257;TRUE;FALSE;(3257) M21025CF-FAX 21cm caja x 6 CANT:600;0.083333333;0.041666667;1;600;0;12/28/2024;5:56:51
330775;2;4;5610 - CONFECCION;;45654.08116;0.166666667;42916;0.166666667;123;Conf Rollos;HOM  3258;TRUE;FALSE;(3258) M2162548CF-ROLLO FAX POR 48 CONFECCIONADO CANT:1200;0.083333333;0.083333333;1;1200;0;12/28/2024;1:56:51
330778;2;4;5603 - CONFECCION;;45653.85866;0.2225;42916;0.222222222;123;Conf Rollos;HOM  3253;TRUE;FALSE;(3253) 10048B00565AP-BOB. PAPEL TERMICO BLCO POS/FAX GRADE 048 GR 56;;;;;;;
330779;2;4;5601 - CONF;;45653.49824;0.360416667;42916;0.360416667;123;Conf Rollos;HOM  3252;TRUE;FALSE;(3252) MO3750-10 ROLLOS 37 MM X 50 MTS PAPEL OBRA CANT:4000;0.083333333;0.277083333;1;4000;0;12/27/2024;11:57:27
330782;2;4;5599 - CONF;;45653.27574;0.2225;42916;0.222222222;123;Conf Rollos;HOM  3251;TRUE;FALSE;(3251) MO6030-10 ROLLOS 60 MM X 30 MTS PAPEL OBRA CANT:2000;0.083333333;0.138888889;1;2000;0;12/27/2024;6:37:03
330786;2;4;5592 - CONFECCION;;45652.49824;0.7775;42916;0.777083333;123;Conf Rollos;HOM  3246;TRUE;FALSE;(3246) ZRPAT1179-CJ X 50 ROLLOS BCO PATAGONIA 70 X 40 1179 CANT:10000;0.083333333;0.69375;1;10000;0;12/26/2024;11:57:27
331705;2;4;5671 - CONFECCION;;45655.05078;8.417007446;42930;8.416666667;123;Conf Rollos;HOM  3301;TRUE;FALSE;(3301) XRDIA0002-ROLLO 76MM DIME/SELF AMA. SIN IMPRESION CX50 CANT:120000;0.083333333;8.333333333;1;120000;0;12/29/2024;1:13:07
333284;2;4;5683 - CONFECCION;;45663.46824;0.43;42941;0.430555556;123;Conf Rollos;HOM  3310;TRUE;FALSE;R.OBRA 70X40 (3310) ZRANTH7040-CJ X 50 ROLLOS ANTONIAZZI HNOS OBRA 70X40 CANT:5000;0.083333333;0.347222222;1;5000;0;1/6/2025;11:14:15
334722;2;4;5694 - CONFECCION;;45664.28157;0.380416667;42950;0.380555556;123;Conf Rollos;HOM  3316;TRUE;FALSE;(3316) XRFAG5075-ROLLO A FRANKERBERG 5CM 75MTS CANT:1000;0.083333333;0.297222222;1;1000;0;1/7/2025;6:45:27
334723;2;4;5692 - CONFECCION;;45664.04241;0.239166667;42950;0.238888889;123;Conf Rollos;HOM  3314;TRUE;FALSE;(3314) XRREY7530IMP-BOBINA IMPRESA CANT:278;0.083333333;0.155555556;1;2250;0;1/7/2025;1:01:03
334724;2;4;5691 - IMPRESION;;45663.89824;0.144166667;42950;0.14375;123;Conf Rollos;HOM  3314;TRUE;FALSE;(3314) XRREY7530IMP-BOBINA IMPRESA CANT:278;0.125;0.01875;1;278;0;1/6/2025;21:33:27
335759;2;4;5705 - CONF;;45677.50699;0.2225;42958;0.222222222;123;Conf Rollos;HOM  3323;TRUE;FALSE;(3323) MO7540-10 ROLLOS 75 MM X 40 MTS PAPEL OBRA CANT:2000;0.083333333;0.138888889;1;2000;0;1/20/2025;12:10:03
335760;2;4;5704 - CONF;;45677.28449;0.2225;42958;0.222222222;123;Conf Rollos;HOM  3322;TRUE;FALSE;(3322) MS7520-10 ROLLOS 75 MM X 20 MTS DUPLICADO QUIMICO CANT:2000;0.083333333;0.138888889;1;2000;0;1/20/2025;6:49:39
335761;2;4;5710 - CONFECCION;;45676.18074;0.63875;42958;0.638888889;123;Conf Rollos;HOM  3327;TRUE;FALSE;RTERMICO 57X20 (3327) MT5720-ROLLO 57  MM X 20 MTS PAPEL TERMICO CANT:8000;0.083333333;0.555555556;1;8000;0;1/19/2025;4:20:15
335830;2;4;5708 - CONFECCION;;45675.72282;0.457916667;42961;0.458333333;123;Conf Rollos;HOM  3325;TRUE;FALSE;TERMICO 57 X 30 60 ROLLOS (3325) MT573060-ROLLO TERMICO 57 X 30 X 60 ROLLOS CANT:5400;0.083333333;0.375;1;5400;0;1/18/2025;17:20:51
339886;2;4;5742 - CONFECCION;;45664.66199;0.52875;43003;0.529166667;123;Conf Rollos;HOM  3352;TRUE;FALSE;(3352) XRFAG5150-ROLLO A FRANKERBERG 5CM 150MTS CANT:1500;0.083333333;0.445833333;1;1500;0;1/7/2025;15:53:15
339888;2;4;5741 - CONFECCION;;45665.19074;0.380416667;43003;0.380555556;123;Conf Rollos;HOM  3351;TRUE;FALSE;(3351) XRFAG5020-ROLLO A FRANKERBERG 5CM 20 MTS CANT:1000;0.083333333;0.297222222;1;1000;0;1/8/2025;4:34:39
350606;2;4;5800 - CONFECCION;;45665.57116;10.15166667;43059;10.15208333;123;Conf Rollos;HOM  3392;TRUE;FALSE;(3392) XRDIA0002-ROLLO 76MM DIME/SELF AMA. SIN IMPRESION CX50 CANT:145000;0.083333333;10.06875;1;145000;0;1/8/2025;13:42:27
352406;2;4;5773 - CONFECCION;;45676.81949;0.465;43047;0.465277778;123;Conf Rollos;HOM  3375;TRUE;FALSE;(3375) 10048B00490AP-BOB. PAPEL TERMICO BLCO POS/FAX GRADE 048 GR 49 CM CANT:581;0.083333333;0.381944444;1;5500;0;1/19/2025;19:40:03
360812;2;4;5857 - CONFECCION;;45677.72949;0.43;43080;0.430555556;123;Conf Rollos;HOM  3435;TRUE;FALSE;QUIMICO 76X30 (3435) MS763050-ROLLOS QUIMICO 76 X 30 X 50 ROLLOS CANT:5000;0.083333333;0.347222222;1;5000;0;1/20/2025;17:30:27
365601;2;4;5882 - CONFECCION;;45678.99782;1.472083333;43103;1.472222222;123;Conf Rollos;HOM  3453;TRUE;FALSE;(3453) MT5730-10 ROLLOS 57 MM X 30 MTS PAPEL TERMICO CANT:20000;0.083333333;1.388888889;1;20000;0;1/21/2025;23:56:51
365604;2;4;5871 - CONF;;45678.15949;0.256666667;43103;0.256944444;123;Conf Rollos;HOM  3444;TRUE;FALSE;(3444) MO7040-10 ROLLOS 70 MM X 40 MTS PAPEL OBRA CANT:2500;0.083333333;0.173611111;1;2500;0;1/21/2025;3:49:39
365606;2;4;5860 - CONFECCION;;45678.41616;0.151666667;43103;0.152083333;123;Conf Rollos;HOM  3437;TRUE;FALSE;(3437) ZRROM3730T-CJX50 ROLLOS TERMICOS 37X30 ROMEL CANT:1000;0.083333333;0.06875;1;1000;0;1/21/2025;9:59:15
365607;2;4;5850 - CONFECCION;;45678.70657;0.29125;43103;0.291666667;123;Conf Rollos;HOM  3429;TRUE;FALSE;(3429) MT8030-10 ROLLOS 80mm x 30mts PAPEL TERMICO CANT:3000;0.083333333;0.208333333;1;3000;0;1/21/2025;16:57:27
365608;2;4;5848 - CONFECCION;;45678.56782;0.13875;43103;0.138888889;123;Conf Rollos;HOM  3427;TRUE;FALSE;ROLLO O 57X30 (3427) MO573040-ROLLO OBRA 57 X 30 X 40 ROLLOS CANT:800;0.083333333;0.055555556;1;800;0;1/21/2025;13:37:39
366847;2;4;5906 - CONFECCION;;45681.59116;0.827083333;43110;0.827083333;123;Conf Rollos;HOM  3471;TRUE;FALSE;(3471) XRFAG5150-ROLLO A FRANKERBERG 5CM 150MTS CANT:2500;0.083333333;0.74375;1;2500;0;1/24/2025;14:11:15
367141;2;4;5901 - CONFECCION;;45681.15741;0.43375;43111;0.434027778;123;Conf Rollos;HOM  3469;TRUE;FALSE;(3469) ZRANTH8030T-CJX50 ROLLOS ANTONIAZI 80X30 TERMICOS CANT:5050;0.083333333;0.350694444;1;5050;0;1/24/2025;3:46:39
367143;2;4;5898 - CONF;;45680.86616;0.29125;43111;0.291666667;123;Conf Rollos;HOM  3466;TRUE;FALSE;(3466) MS7520-10 ROLLOS 75 MM X 20 MTS DUPLICADO QUIMICO CANT:3000;0.083333333;0.208333333;1;3000;0;1/23/2025;20:47:15
367428;2;4;5896 - CONFECCION;;45680.46991;0.39625;43115;0.395833333;123;Conf Rollos;HOM  3464;TRUE;FALSE;TERMICO 57 X 30 60 ROLLOS (3464) MT573060-ROLLO TERMICO 57 X 30 X 60 ROLLOS CANT:4500;0.083333333;0.3125;1;4500;0;1/23/2025;11:16:39
372733;2;4;5921 - CONFECCION;;45682.41824;0.39625;43136;0.395833333;123;Conf Rollos;HOM  3482;TRUE;FALSE;TERMICO 57 X 30 60 ROLLOS (3482) MT573060-ROLLO TERMICO 57 X 30 X 60 ROLLOS CANT:4500;0.083333333;0.3125;1;4500;0;1/25/2025;10:02:15
374255;2;4;5926 - CONF;;45682.81449;1.125;43140;1.125;123;Conf Rollos;HOM  3486;TRUE;FALSE;(3486) MO5730-10 ROLLOS 57 MM X 30 MTS PAPEL OBRA CANT:15000;0.083333333;1.041666667;1;15000;0;1/25/2025;19:32:51
386483;2;4;6126 - CONFECCION;;45685.51699;1.818333333;43199;1.81875;123;Conf Rollos;HOM  3607;TRUE;FALSE;RTERMICO 57X20 (3607) MT5720-ROLLO 57  MM X 20  PAPEL TERMICO CANT:25000;0.083333333;1.735416667;1;25000;0;1/28/2025;12:24:27
386508;2;4;6053 - CONFECCION;;45684.39241;1.124583333;43108;1.125;123;Conf Rollos;HOM  3574;TRUE;FALSE;(3574) XRFAG5150E-ROLLO A FRANKERBERG 5CM 150MTS 90 GRS CANT:3500;0.083333333;1.041666667;1;3500;0;1/27/2025;9:25:03
386526;2;4;5984 - CONFECCION;;45683.93949;0.452916667;43112;0.452777778;123;Conf Rollos;HOM  3527;TRUE;FALSE;(3527) MT3720-Rollo de 37 mm x 20  en caja de microcorrugado CANT:5325;0.083333333;0.369444444;1;5325;0;1/26/2025;22:32:51
