Codigo;CodigoSolapa;CodigoRenglon;Texto;TextoToolTip;HoraInicio;CantidadHoras;HoraInicioProg;CantidadHorasProg;Renglones;Solapas;ID;Disponible;Finalizada;Descripcion;CantidadHorasProgPrep;CantidadHorasProgProd;FactorConversion;Cantidad;Cantidad1;FechaInicioConvertida;HoraInicioConvertida
308045;2;4;5279 - CONFECCION;;45605.28365740736;20.91625;42699.0;20.916666666666668;123;Conf Rollos;HOM  3037;True;False;(3037) ZRMIMO7630DIMP-BOBINA OBRA 55 GRS 46 CM MIIMO IMPRESA ROLLO 76 MM CANT:39501;0.08333333333333333;20.833333333333332;1.0;300000.0;0.0;2024-11-09;06:48:27
308047;2;4;5257 - CONFECCION;;45603.96115740736;0.9754166666666667;42699.0;0.9756944444444444;123;Conf Rollos;HOM  3022;True;False;(3022) 10048B00490AP-BOB. PAPEL TERMICO BLCO POS/FAX GRADE 048 GR 49 CM CANT:317;0.08333333333333333;0.8923611111111112;1.0;3000.0;0.0;2024-11-07;23:04:03
308054;2;4;5276 - CONFECCION;;45628.48615740735;0.7775;42698.0;0.7770833333333333;123;Conf Rollos;HOM  3036;True;False;QUIMICO 76X30 (3036) MS763050-ROLLOS QUIMICO 76 X 30 X 50 ROLLOS CANT:10000;0.08333333333333333;0.69375;1.0;10000.0;0.0;2024-12-02;11:40:03
308055;2;4;5268 - CONFECCION;;45626.499907407364;0.5;42698.0;0.5;123;Conf Rollos;HOM  3030;True;False;(3030) XRREY7530IMP-BOBINA IMPRESA CANT:743;0.08333333333333333;0.4166666666666667;1.0;6000.0;0.0;2024-11-30;11:59:51
308057;2;4;5291 - CONFECCION;;45627.375324074026;0.7775;42699.0;0.7770833333333333;123;Conf Rollos;HOM  3043;True;False;R.OBRA 70X40 (3043) ZRANTH7040-CJ X 50 ROLLOS ANTONIAZZI HNOS OBRA 70X40 CANT:10000;0.08333333333333333;0.69375;1.0;10000.0;0.0;2024-12-01;09:00:27
308062;2;4;5292 - CONFECCION;;45629.26365740735;0.7775;42699.0;0.7770833333333333;123;Conf Rollos;HOM  3044;True;False;(3044) ZRPAT1179-CJ X 50 ROLLOS BCO PATAGONIA 70 X 40 1179 CANT:10000;0.08333333333333333;0.69375;1.0;10000.0;0.0;2024-12-03;06:19:39
308072;2;4;;;45627.20865740736;0.16666666666666666;42698.0;0.0;123;Conf Rollos;HOM  3071;True;False;(3071) 10048B00490AP-BOB. PAPEL TERMICO BLCO POS/FAX GRADE 048 GR 49 CM CANT:422;0.0;0.0;1.0;0.0;0.0;2024-12-01;05:00:27
308073;2;4;;;45628.15282407402;0.16666666666666666;42698.0;0.16666666666666666;123;Conf Rollos;HOM  3068;True;False;(3068) M21025-6 ROLLOS DE FAX 21 CMS X 25 MTS CANT:456;0.0;0.0;1.0;0.0;0.0;2024-12-02;03:40:03
308074;2;4;;;45628.31949074069;0.16666666666666666;42698.0;0.0;123;Conf Rollos;HOM  3067;True;False;(3067) 07055B00460PT-BOBINA OBRA TUCUMAN 055 GR 46 CM CANT:1200;0.0;0.0;1.0;0.0;0.0;2024-12-02;07:40:03
308090;2;4;5247 - CONFECCION;;45630.21115740734;1.4520833333333334;42698.0;1.4520833333333334;123;Conf Rollos;HOM  3013;True;False;(3013) XRFAG5150-ROLLO A FRANKERBERG 5CM 150MTS CANT:4600;0.08333333333333333;1.36875;1.0;4600.0;0.0;2024-12-04;05:04:03
308101;2;4;5191 - IMPRESION;;45630.041157407344;0.17;42698.0;0.1701388888888889;123;Conf Rollos;HOM  2977;True;False;(2977) 14055B00460OP-PRENSA OPPUS PREMIUM 55 GR 46 CM REBOBINADO CANT:650;0.125;0.04513888888888889;1.0;650.0;0.0;2024-12-04;00:59:15
309377;2;4;5347 - IMPRESION;;45631.84657407401;0.17;42709.0;0.1701388888888889;123;Conf Rollos;HOM  3080;True;False;(3080) 14055B00460OP-PRENSA OPPUS PREMIUM 55 GR 46 CM REBOBINADO CANT:650;0.125;0.04513888888888889;1.0;650.0;0.0;2024-12-05;20:19:03
309378;2;4;5341 - CONFECCION;;45631.66324074067;0.18333333333333335;42709.0;0.18333333333333332;123;Conf Rollos;HOM  3077;True;False;(3077) M2162548CF-ROLLO FAX POR 48 CONFECCIONADO CANT:1440;0.08333333333333333;0.1;1.0;1440.0;0.0;2024-12-05;15:55:03
309400;2;4;;;45632.016574074005;0.125;42737.0;0.125;123;Conf Rollos;HOM  2894;True;False;(2894) 07055B00460PT-BOBINA OBRA TUCUMAN 055 GR 46 CM CANT:509;0.0;0.0;1.0;0.0;0.0;2024-12-06;00:23:51
309401;2;4;;;45632.141574074005;0.20833333333333334;42737.0;0.0;123;Conf Rollos;HOM  2880;True;False;(2880) 07055B00430PT-BOBINA OBRA TUCUMAN 055 GR 43CM CANT:42;0.0;0.0;1.0;0.0;0.0;2024-12-06;03:23:51
309402;2;4;;;45632.34990740734;0.20833333333333334;42737.0;0.20833333333333334;123;Conf Rollos;HOM  2862;True;False;(2862) 07055B00460PT-BOBINA OBRA TUCUMAN 055 GR 46 CM CANT:560;0.0;0.0;1.0;0.0;0.0;2024-12-06;08:23:51
309407;2;4;;;45626.999907407364;0.20875;42737.0;0.20833333333333334;123;Conf Rollos;HOM  2861;True;False;(2861) 10048B00490AP-BOB. PAPEL TERMICO BLCO POS/FAX GRADE 048 GR 49 CM CANT:528;0.0;0.0;1.0;0.0;0.0;2024-11-30;23:59:51
309410;2;4;4952 - CONFECCION;;45632.55824074068;0.09166666666666667;42737.0;0.09166666666666666;123;Conf Rollos;HOM  2820;True;False;(2820) M21625CF-ROLLO FAX 21,6cm CX6 CANT:120;0.08333333333333333;0.008333333333333333;1.0;120.0;0.0;2024-12-06;13:23:51
309414;2;4;4871 - CONF;;45632.64990740734;0.09875;42737.0;0.09861111111111111;123;Conf Rollos;HOM  2767;True;False;(2767) MS7520-10 ROLLOS 75 MM X 20 MTS DUPLICADO QUIMICO CANT:220;0.08333333333333333;0.015277777777777777;1.0;220.0;0.0;2024-12-06;15:35:51
313082;2;4;5383 - CONF;;45632.74865740734;1.4720833333333332;42744.0;1.4722222222222223;123;Conf Rollos;HOM  3104;True;False;(3104) MS7520-10 ROLLOS 75 MM X 20 MTS DUPLICADO QUIMICO CANT:20000;0.08333333333333333;1.3888888888888888;1.0;20000.0;0.0;2024-12-06;17:58:03
313090;2;4;5359 - IMPRESION;;45634.220740740675;0.1275;42744.0;0.12777777777777777;123;Conf Rollos;HOM  3087;True;False;(3087) XRREY7530IMP-BOBINA IMPRESA CANT:43;0.125;0.002777777777777778;1.0;43.0;0.0;2024-12-08;05:17:51
313099;2;4;76997 - CONFECCION;;45634.34824074068;0.15166666666666667;42744.0;0.15208333333333332;123;Conf Rollos;FAM576997;True;False;(576997) RP2106750-Rollo 2 pulgadas 106,7 cm x 50 mts 80 grs CANT:25;0.08333333333333333;0.06875;1.0;25.0;0.0;2024-12-08;08:21:27
314197;2;4;5416 - CONFECCION;;45634.49990740734;0.15166666666666667;42748.0;0.15208333333333332;123;Conf Rollos;HOM  3123;True;False;(3123) XRTEH7040SI-ROLLOS OBRA 70X40 EL TEHUELCHE SIN IMPRESION CANT:1000;0.08333333333333333;0.06875;1.0;1000.0;0.0;2024-12-08;11:59:51
314198;2;4;5415 - CONFECCION;;45634.79740740734;0.15166666666666667;42748.0;0.15208333333333332;123;Conf Rollos;HOM  3122;True;False;(3122) XRTEH7040OIMP-BOBINA OBRA 46 CM TEHUELCHE IMPRESA ROLLO 70 MM CANT:163;0.08333333333333333;0.06875;1.0;1000.0;0.0;2024-12-08;19:08:15
314199;2;4;5414 - IMPRESION;;45634.94907407401;0.13625;42748.0;0.1361111111111111;123;Conf Rollos;HOM  3122;True;False;(3122) XRTEH7040OIMP-BOBINA OBRA 46 CM TEHUELCHE IMPRESA ROLLO 70 MM CANT:163;0.125;0.011111111111111112;1.0;163.0;0.0;2024-12-08;22:46:39
317115;2;4;5437 - CONFECCION;;45634.65157407401;0.14583333333333334;42767.0;0.14583333333333334;123;Conf Rollos;HOM  3140;True;False;(3140) M21025CF-FAX 21cm caja x 6 CANT:900;0.08333333333333333;0.0625;1.0;900.0;0.0;2024-12-08;15:38:15
318087;2;4;5427 - CONFECCION;;45641.47782407401;0.6808333333333333;42779.0;0.6805555555555556;123;Conf Rollos;HOM  3132;True;False;(3132) XRFAR6657-CJX50 ROLLOS FARMACITY 136657 79 MM X 70 MTS CANT:8600;0.08333333333333333;0.5972222222222222;1.0;8600.0;0.0;2024-12-15;11:28:03
318093;2;4;5420 - CONFECCION;;45643.909074074014;0.67875;42779.0;0.6784722222222223;123;Conf Rollos;HOM  3125;True;False;(3125) XRFAG5150-ROLLO A FRANKERBERG 5CM 150MTS CANT:2000;0.08333333333333333;0.5951388888888889;1.0;2000.0;0.0;2024-12-17;21:49:03
318120;2;4;72353 - CONFECCION;;45635.08532407401;0.2225;42779.0;0.2222222222222222;123;Conf Rollos;FAM 31708;True;False;(31708) RP3610100-Rollo 3 pulgadas 61 cm  x 100 m, Offset 80 g, fund CANT:50;0.08333333333333333;0.1388888888888889;1.0;50.0;0.0;2024-12-09;02:02:51
318278;2;4;77655 - .CONFECCION;;45642.158657407344;1.7504166666666665;42779.0;1.75;123;Conf Rollos;FAM 33648;True;False;(33648) ZRPGCOM6150-CJX1 ROLLO 2 PULGADAS 610X50 MTS 80 GRS G-COMMERCE CANT:600;0.08333333333333333;1.6666666666666665;1.0;600.0;0.0;2024-12-16;03:48:27
318308;2;4;77560 - CONFECCION;;45639.72740740734;1.7504166666666665;42779.0;1.75;123;Conf Rollos;FAM 33610;True;False;(33610) RP2914050-Rollos 2 pulgadas 91.4 cm x 50 m Offset 80 g, fund CANT:600;0.08333333333333333;1.6666666666666665;1.0;600.0;0.0;2024-12-13;17:27:27
318548;2;4;76783 - CONFECCION;;45639.22740740734;0.5;42779.0;0.5;123;Conf Rollos;FAM 33316;True;False;(33316) RP2914045-Rollos 2 pulgadas 91.4 cm x 45 m offset 90 grs CANT:150;0.08333333333333333;0.4166666666666667;1.0;150.0;0.0;2024-12-13;05:27:27
318811;2;4;75915 - CONFECCION;;45636.58532407401;1.7504166666666665;42779.0;1.75;123;Conf Rollos;FAM 32997;True;False;(32997) RP2610050-Rollo 2 pulgadas 61 cm x 50 m Offset 80 g Funda po CANT:600;0.08333333333333333;1.6666666666666665;1.0;600.0;0.0;2024-12-10;14:02:51
318857;2;4;75504 - CONFECCION;;45638.44990740735;0.7775;42779.0;0.7770833333333333;123;Conf Rollos;FAM 32844;True;False;(32844) RP2610045-Rollos 2 pulgadas 61.0 cm x 45 m Offset 90 gr CANT:250;0.08333333333333333;0.69375;1.0;250.0;0.0;2024-12-12;10:47:51
318956;2;4;74726 - CONFECCION;;45635.807824074014;0.7775;42779.0;0.7770833333333333;123;Conf Rollos;FAM 32568;True;False;(32568) RP2610045-Rollos 2 pulgadas 61.0 cm x 45 m Offset 90 gr CANT:250;0.08333333333333333;0.69375;1.0;250.0;0.0;2024-12-09;19:23:15
322153;2;4;5451 - CONF;;45638.33574074068;0.11416666666666668;42828.0;0.11388888888888889;123;Conf Rollos;HOM505451;True;False;(505451) MS7630-10 ROLLOS 76 MM X 30 MTS DUPLICADO QUIMICO CANT:450;0.08333333333333333;0.030555555555555555;1.0;450.0;0.0;2024-12-12;08:03:27
322154;2;4;5508 - CONF;;45635.307824074014;0.5;42828.0;0.5;123;Conf Rollos;HOM  3184;True;False;(3184) MS7630-10 ROLLOS 76 MM X 30 MTS DUPLICADO QUIMICO CANT:6000;0.08333333333333333;0.4166666666666667;1.0;6000.0;0.0;2024-12-09;07:23:15
322772;2;4;5467 - CONFECCION;;45647.312824074004;0.60375;42822.0;0.6041666666666666;123;Conf Rollos;HOM  3159;True;False;QUIMICO 76X30 (3159) MS763050-ROLLOS QUIMICO 76 X 30 X 50 ROLLOS CANT:7500;0.08333333333333333;0.5208333333333334;1.0;7500.0;0.0;2024-12-21;07:30:27
323540;2;4;5532 - CONFECCION;;45648.125324074004;0.43;42844.0;0.4305555555555556;123;Conf Rollos;HOM  3202;True;False;R.OBRA 70X40 (3202) ZRANTH7040-CJ X 50 ROLLOS ANTONIAZZI HNOS OBRA 70X40 CANT:5000;0.08333333333333333;0.3472222222222222;1.0;5000.0;0.0;2024-12-22;03:00:27
325936;2;4;5562 - CONFECCION;;45647.916574074006;0.20875;42870.0;0.20833333333333334;123;Conf Rollos;HOM  3226;True;False;ROLLO OBRA 57 X 20 (3226) MO572060-ROLLO OBRA 57 X 20 CAJA X 60 ROLLOS CANT:1800;0.08333333333333333;0.125;1.0;1800.0;0.0;2024-12-21;21:59:51
325939;2;4;5551 - CONF;;45646.52157407401;0.63875;42870.0;0.6388888888888888;123;Conf Rollos;HOM  3218;True;False;(3218) MS7630-10 ROLLOS 76 MM X 30 MTS DUPLICADO QUIMICO CANT:8000;0.08333333333333333;0.5555555555555556;1.0;8000.0;0.0;2024-12-20;12:31:03
325940;2;4;5549 - CONFECCION;;45646.21282407401;0.30875;42870.0;0.3090277777777778;123;Conf Rollos;HOM  3216;True;False;(3216) XRREY7530IMP-BOBINA IMPRESA CANT:402;0.08333333333333333;0.22569444444444445;1.0;3250.0;0.0;2024-12-20;05:06:27
325941;2;4;5548 - IMPRESION;;45647.16032407401;0.1525;42870.0;0.1527777777777778;123;Conf Rollos;HOM  3216;True;False;(3216) XRREY7530IMP-BOBINA IMPRESA CANT:402;0.125;0.027777777777777776;1.0;402.0;0.0;2024-12-21;03:50:51
325943;2;4;5545 - CONF;;45645.29657407401;0.9162499999999999;42870.0;0.9166666666666666;123;Conf Rollos;HOM  3214;True;False;(3214) MS7630-10 ROLLOS 76 MM X 30 MTS DUPLICADO QUIMICO CANT:12000;0.08333333333333333;0.8333333333333334;1.0;12000.0;0.0;2024-12-19;07:07:03
325944;2;4;5544 - CONFECCION;;45644.58782407401;0.7087500000000001;42870.0;0.7083333333333334;123;Conf Rollos;HOM  3213;True;False;QUIMICO 76X30 (3213) MS763050-ROLLOS QUIMICO 76 X 30 X 50 ROLLOS CANT:9000;0.08333333333333333;0.625;1.0;9000.0;0.0;2024-12-18;14:06:27
325946;2;4;5542 - CONF;;45648.555324074005;1.1245833333333333;42870.0;1.125;123;Conf Rollos;HOM  3211;True;False;(3211) MO5730-10 ROLLOS 57 MM X 30 MTS PAPEL OBRA CANT:15000;0.08333333333333333;1.0416666666666667;1.0;15000.0;0.0;2024-12-22;13:19:39
325955;2;4;5534 - CONFECCION;;45649.679907407335;0.43;42865.0;0.4305555555555556;123;Conf Rollos;HOM  3204;True;False;RTERMICO 57X20 (3204) MT5720-ROLLO 57  MM X 20 MTS PAPEL TERMICO CANT:5000;0.08333333333333333;0.3472222222222222;1.0;5000.0;0.0;2024-12-23;16:19:03
327833;2;4;72545 - CONFECCION;;45650.109907407335;1.4720833333333332;42889.0;1.4722222222222223;123;Conf Rollos;FAM 31783;True;False;(31783) RP2914050-Rollos 2 pulgadas 91.4 cm x 50 m Offset 80 g, fund CANT:500;0.08333333333333333;1.3888888888888888;1.0;500.0;0.0;2024-12-24;02:38:15
330324;2;4;5630 - CONFECCION;;45651.58199074067;0.9162499999999999;42908.0;0.9166666666666666;123;Conf Rollos;HOM  3270;True;False;QUIMICO 76X30 (3270) MS763050-ROLLOS QUIMICO 76 X 30 X 50 ROLLOS CANT:12000;0.08333333333333333;0.8333333333333334;1.0;12000.0;0.0;2024-12-25;13:58:03
330767;2;4;5637 - CONFECCION;;45654.37240740734;0.67875;42916.0;0.6784722222222223;123;Conf Rollos;HOM  3277;True;False;(3277) XRFAG5150-ROLLO A FRANKERBERG 5CM 150MTS CANT:2000;0.08333333333333333;0.5951388888888889;1.0;2000.0;0.0;2024-12-28;08:56:15
330774;2;4;5608 - CONFECCION;;45654.24782407401;0.12458333333333334;42916.0;0.125;123;Conf Rollos;HOM  3257;True;False;(3257) M21025CF-FAX 21cm caja x 6 CANT:600;0.08333333333333333;0.041666666666666664;1.0;600.0;0.0;2024-12-28;05:56:51
330775;2;4;5610 - CONFECCION;;45654.081157407345;0.16666666666666666;42916.0;0.16666666666666666;123;Conf Rollos;HOM  3258;True;False;(3258) M2162548CF-ROLLO FAX POR 48 CONFECCIONADO CANT:1200;0.08333333333333333;0.08333333333333333;1.0;1200.0;0.0;2024-12-28;01:56:51
330778;2;4;5603 - CONFECCION;;45653.85865740734;0.2225;42916.0;0.2222222222222222;123;Conf Rollos;HOM  3253;True;False;(3253) 10048B00565AP-BOB. PAPEL TERMICO BLCO POS/FAX GRADE 048 GR 56,5 CANT:178;0.08333333333333333;0.1388888888888889;1.0;2000.0;0.0;2024-12-27;20:36:27
330779;2;4;5601 - CONF;;45653.49824074067;0.36041666666666666;42916.0;0.36041666666666666;123;Conf Rollos;HOM  3252;True;False;(3252) MO3750-10 ROLLOS 37 MM X 50 MTS PAPEL OBRA CANT:4000;0.08333333333333333;0.27708333333333335;1.0;4000.0;0.0;2024-12-27;11:57:27
330782;2;4;5599 - CONF;;45653.27574074067;0.2225;42916.0;0.2222222222222222;123;Conf Rollos;HOM  3251;True;False;(3251) MO6030-10 ROLLOS 60 MM X 30 MTS PAPEL OBRA CANT:2000;0.08333333333333333;0.1388888888888889;1.0;2000.0;0.0;2024-12-27;06:37:03
330786;2;4;5592 - CONFECCION;;45652.49824074067;0.7775;42916.0;0.7770833333333333;123;Conf Rollos;HOM  3246;True;False;(3246) ZRPAT1179-CJ X 50 ROLLOS BCO PATAGONIA 70 X 40 1179 CANT:10000;0.08333333333333333;0.69375;1.0;10000.0;0.0;2024-12-26;11:57:27
331705;2;4;5671 - CONFECCION;;45655.05078125;8.417007446289062;42930.0;8.416666666666666;123;Conf Rollos;HOM  3301;True;False;(3301) XRDIA0002-ROLLO 76MM DIME/SELF AMA. SIN IMPRESION CX50 CANT:120000;0.08333333333333333;8.333333333333334;1.0;120000.0;0.0;2024-12-29;01:13:07
333284;2;4;5683 - CONFECCION;;45663.46824074067;0.43;42941.0;0.4305555555555556;123;Conf Rollos;HOM  3310;True;False;R.OBRA 70X40 (3310) ZRANTH7040-CJ X 50 ROLLOS ANTONIAZZI HNOS OBRA 70X40 CANT:5000;0.08333333333333333;0.3472222222222222;1.0;5000.0;0.0;2025-01-06;11:14:15
334722;2;4;5694 - CONFECCION;;45664.281574074004;0.3804166666666667;42950.0;0.38055555555555554;123;Conf Rollos;HOM  3316;True;False;(3316) XRFAG5075-ROLLO A FRANKERBERG 5CM 75MTS CANT:1000;0.08333333333333333;0.2972222222222222;1.0;1000.0;0.0;2025-01-07;06:45:27
334723;2;4;5692 - CONFECCION;;45664.04240740734;0.23916666666666667;42950.0;0.2388888888888889;123;Conf Rollos;HOM  3314;True;False;(3314) XRREY7530IMP-BOBINA IMPRESA CANT:278;0.08333333333333333;0.15555555555555556;1.0;2250.0;0.0;2025-01-07;01:01:03
334724;2;4;5691 - IMPRESION;;45663.89824074067;0.14416666666666667;42950.0;0.14375;123;Conf Rollos;HOM  3314;True;False;(3314) XRREY7530IMP-BOBINA IMPRESA CANT:278;0.125;0.01875;1.0;278.0;0.0;2025-01-06;21:33:27
335759;2;4;5705 - CONF;;45677.506990740665;0.2225;42958.0;0.2222222222222222;123;Conf Rollos;HOM  3323;True;False;(3323) MO7540-10 ROLLOS 75 MM X 40 MTS PAPEL OBRA CANT:2000;0.08333333333333333;0.1388888888888889;1.0;2000.0;0.0;2025-01-20;12:10:03
335760;2;4;5704 - CONF;;45677.28449074066;0.2225;42958.0;0.2222222222222222;123;Conf Rollos;HOM  3322;True;False;(3322) MS7520-10 ROLLOS 75 MM X 20 MTS DUPLICADO QUIMICO CANT:2000;0.08333333333333333;0.1388888888888889;1.0;2000.0;0.0;2025-01-20;06:49:39
335761;2;4;5710 - CONFECCION;;45676.18074074067;0.63875;42958.0;0.6388888888888888;123;Conf Rollos;HOM  3327;True;False;RTERMICO 57X20 (3327) MT5720-ROLLO 57  MM X 20 MTS PAPEL TERMICO CANT:8000;0.08333333333333333;0.5555555555555556;1.0;8000.0;0.0;2025-01-19;04:20:15
335830;2;4;5708 - CONFECCION;;45675.722824074;0.4579166666666667;42961.0;0.4583333333333333;123;Conf Rollos;HOM  3325;True;False;TERMICO 57 X 30 60 ROLLOS (3325) MT573060-ROLLO TERMICO 57 X 30 X 60 ROLLOS CANT:5400;0.08333333333333333;0.375;1.0;5400.0;0.0;2025-01-18;17:20:51
339886;2;4;5742 - CONFECCION;;45664.66199074067;0.5287499999999999;43003.0;0.5291666666666667;123;Conf Rollos;HOM  3352;True;False;(3352) XRFAG5150-ROLLO A FRANKERBERG 5CM 150MTS CANT:1500;0.08333333333333333;0.44583333333333336;1.0;1500.0;0.0;2025-01-07;15:53:15
339888;2;4;5741 - CONFECCION;;45665.19074074067;0.3804166666666667;43003.0;0.38055555555555554;123;Conf Rollos;HOM  3351;True;False;(3351) XRFAG5020-ROLLO A FRANKERBERG 5CM 20 MTS CANT:1000;0.08333333333333333;0.2972222222222222;1.0;1000.0;0.0;2025-01-08;04:34:39
350606;2;4;5800 - CONFECCION;;45665.571157407336;10.151666666666666;43059.0;10.152083333333334;123;Conf Rollos;HOM  3392;True;False;(3392) XRDIA0002-ROLLO 76MM DIME/SELF AMA. SIN IMPRESION CX50 CANT:145000;0.08333333333333333;10.06875;1.0;145000.0;0.0;2025-01-08;13:42:27
352406;2;4;5773 - CONFECCION;;45676.819490740665;0.465;43047.0;0.4652777777777778;123;Conf Rollos;HOM  3375;True;False;(3375) 10048B00490AP-BOB. PAPEL TERMICO BLCO POS/FAX GRADE 048 GR 49 CM CANT:581;0.08333333333333333;0.3819444444444444;1.0;5500.0;0.0;2025-01-19;19:40:03
360812;2;4;5857 - CONFECCION;;45677.72949074067;0.43;43080.0;0.4305555555555556;123;Conf Rollos;HOM  3435;True;False;QUIMICO 76X30 (3435) MS763050-ROLLOS QUIMICO 76 X 30 X 50 ROLLOS CANT:5000;0.08333333333333333;0.3472222222222222;1.0;5000.0;0.0;2025-01-20;17:30:27
365601;2;4;5882 - CONFECCION;;45678.997824074;1.4720833333333332;43103.0;1.4722222222222223;123;Conf Rollos;HOM  3453;True;False;(3453) MT5730-10 ROLLOS 57 MM X 30 MTS PAPEL TERMICO CANT:20000;0.08333333333333333;1.3888888888888888;1.0;20000.0;0.0;2025-01-21;23:56:51
365604;2;4;5871 - CONF;;45678.15949074067;0.25666666666666665;43103.0;0.2569444444444444;123;Conf Rollos;HOM  3444;True;False;(3444) MO7040-10 ROLLOS 70 MM X 40 MTS PAPEL OBRA CANT:2500;0.08333333333333333;0.1736111111111111;1.0;2500.0;0.0;2025-01-21;03:49:39
365606;2;4;5860 - CONFECCION;;45678.41615740734;0.15166666666666667;43103.0;0.15208333333333332;123;Conf Rollos;HOM  3437;True;False;(3437) ZRROM3730T-CJX50 ROLLOS TERMICOS 37X30 ROMEL CANT:1000;0.08333333333333333;0.06875;1.0;1000.0;0.0;2025-01-21;09:59:15
